region_id,region_name,station_name,station_id,lat,lon,station_elevation,date,rrr24,Hargreaves,SPEI_1,GPM,MOD16A2GF,NDVI,EVI,LST_Day,LST_Night,LST,PCI_GPM,VCI,TCI,TCI_Day,TCI_Night,VHI,VHI_Day,VHI_Night,CI_GPM,GPM_SPEI_1,SPEI_1_Class,GPM_SPEI_1_Class
MASA,Mazandaran,Polsefid,99360,36.1,53.06,610.0,2023-05,47.9,141.52,0.365,30.504,194.462,0.667,0.467,6.02,5.776,5.898,0.446,0.641,0.21,0.149,0.272,0.426,0.395,0.456,0.433,0.599,NN,NN
MASA,Mazandaran,Polsefid,99360,36.1,53.06,610.0,2023-06,84.21,137.15,1.335,25.2,230.7,0.628,0.418,6.028,5.796,5.912,0.484,0.753,0.482,0.592,0.343,0.618,0.673,0.548,0.573,-0.1,MW,NN
MASA,Mazandaran,Polsefid,99360,36.1,53.06,610.0,2023-07,29.5,146.1,0.028,14.136,235.4,0.544,0.341,6.074,5.81,5.942,0.133,0.225,0.478,0.623,0.478,0.352,0.424,0.352,0.279,-0.609,NN,NN
MASA,Mazandaran,Polsefid,99360,36.1,53.06,610.0,2023-08,18.6,158.25,-0.504,15.624,221.75,0.524,0.315,6.092,5.85,5.971,0.182,0.318,0.329,0.457,0.174,0.324,0.387,0.246,0.276,-0.564,NN,NN
MASA,Mazandaran,Polsefid,99360,36.1,53.06,610.0,2023-09,50.91,99.57,0.584,30.96,164.25,0.507,0.28,6.005,5.75,5.877,0.42,0.483,0.687,0.662,0.727,0.585,0.572,0.605,0.53,-0.291,NN,NN
MASA,Mazandaran,Polsefid,99360,36.1,53.06,610.0,2023-10,89.2,82.96,1.239,58.032,114.375,0.537,0.273,5.903,5.733,5.818,0.451,0.689,0.505,0.816,0.152,0.597,0.752,0.42,0.548,0.622,MW,NN
MASA,Mazandaran,Polsefid,99360,36.1,53.06,610.0,2023-11,65.6,59.95,-0.502,43.2,87.462,0.561,0.294,5.842,5.698,5.77,0.341,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.447,-1.023,NN,MD
MASA,Mazandaran,Polsefid,99360,36.1,53.06,610.0,2023-12,32.6,43.47,-0.821,19.344,72.075,0.495,0.234,5.771,5.614,5.693,0.048,1.0,0.0,0.02,0.0,0.5,0.51,0.5,0.349,-1.059,NN,MD
MASA,Mazandaran,Polsefid,99360,36.1,53.06,610.0,2024-01,43.21,42.0,-0.106,36.456,74.762,0.419,0.194,5.732,5.568,5.65,0.271,0.796,0.055,0.067,0.037,0.426,0.432,0.417,0.374,-0.532,NN,NN
MASA,Mazandaran,Polsefid,99360,36.1,53.06,610.0,2024-02,90.02,49.74,0.855,74.472,78.75,0.408,0.187,5.742,5.53,5.636,0.678,0.716,0.332,0.288,0.334,0.524,0.502,0.525,0.576,1.057,NN,MW
MASA,Mazandaran,Polsefid,99360,36.1,53.06,610.0,2024-03,12.9,75.95,-1.306,15.624,146.525,0.433,0.237,5.845,5.559,5.702,0.0,0.485,0.549,0.448,0.699,0.517,0.466,0.592,0.345,-1.653,MD,SD
MASA,Mazandaran,Polsefid,99360,36.1,53.06,610.0,2024-04,92.0,109.59,1.206,33.84,149.95,0.583,0.372,5.932,5.666,5.799,0.364,0.388,0.419,0.473,0.39,0.404,0.43,0.389,0.39,-0.006,MW,NN
MASA,Mazandaran,Polsefid,99360,36.1,53.06,610.0,2024-05,50.42,128.85,0.863,49.104,195.65,0.636,0.481,5.959,5.73,5.845,0.893,0.459,0.649,0.743,0.591,0.554,0.601,0.525,0.667,1.409,NN,MW
MASA,Mazandaran,Polsefid,99360,36.1,53.06,610.0,2024-06,132.91,154.21,1.68,48.96,215.525,0.625,0.405,6.01,5.79,5.9,1.0,0.734,0.55,0.686,0.379,0.642,0.71,0.556,0.761,1.496,VW,MW
MASA,Mazandaran,Polsefid,99360,36.1,53.06,610.0,2024-07,42.3,138.77,0.706,14.88,229.275,0.697,0.405,6.013,5.793,5.903,0.143,1.0,0.751,0.93,0.598,0.875,0.965,0.799,0.631,-0.167,NN,NN
MASA,Mazandaran,Polsefid,99360,36.1,53.06,610.0,2024-08,11.9,132.23,0.083,10.416,211.25,0.623,0.429,5.999,5.829,5.914,0.111,0.824,0.661,0.873,0.335,0.742,0.849,0.58,0.532,-0.302,NN,NN
MASA,Mazandaran,Polsefid,99360,36.1,53.06,610.0,2024-09,125.9,98.87,2.048,46.8,143.075,0.579,0.339,6.013,5.805,5.909,0.691,0.818,0.467,0.615,0.232,0.643,0.717,0.525,0.659,1.273,EW,MW
MASA,Mazandaran,Polsefid,99360,36.1,53.06,610.0,2024-10,39.51,73.84,-0.348,50.592,117.025,0.619,0.353,5.902,5.702,5.802,0.363,1.0,0.657,0.827,0.468,0.829,0.914,0.734,0.673,0.31,NN,NN
MASA,Mazandaran,Polsefid,99360,36.1,53.06,610.0,2024-11,20.5,46.3,-1.446,34.56,74.2,0.502,0.242,5.775,5.621,5.698,0.25,0.683,0.467,0.413,0.467,0.575,0.548,0.575,0.466,-0.864,MD,NN
MASA,Mazandaran,Polsefid,99360,36.1,53.06,610.0,2024-12,29.51,38.86,-0.717,19.344,53.8,0.401,0.179,5.645,5.513,5.579,0.048,0.496,0.721,0.618,0.834,0.608,0.557,0.665,0.421,-0.361,NN,NN
MASA,Mazandaran,Polsefid,99360,36.1,53.06,610.0,2025-01,58.2,38.06,0.563,19.344,,0.365,0.147,5.667,5.499,5.583,0.056,0.492,0.411,0.35,0.508,0.452,0.421,0.5,0.32,,NN,
MASA,Mazandaran,Polsefid,99360,36.1,53.06,610.0,2025-02,91.9,39.42,1.228,43.008,,0.361,0.152,5.578,5.465,5.522,0.285,0.486,1.0,1.0,0.79,0.743,0.743,0.638,0.591,,MW,
MASA,Mazandaran,Polsefid,99360,36.1,53.06,610.0,2025-03,28.1,84.5,-1.07,19.344,,0.418,0.206,5.894,5.627,5.76,0.034,0.414,0.183,0.191,0.17,0.299,0.303,0.292,0.21,,MD,
MASA,Mazandaran,Polsefid,99360,36.1,53.06,610.0,2025-04,37.02,119.21,-0.47,15.12,,0.692,0.452,5.944,5.701,5.823,0.149,1.0,0.262,0.408,0.138,0.631,0.704,0.569,0.47,,NN,
MASA,Mazandaran,Polsefid,99360,36.1,53.06,610.0,2025-05,13.2,138.29,-1.067,13.392,,0.703,0.492,5.971,5.784,5.877,0.036,0.854,0.38,0.631,0.218,0.617,0.742,0.536,0.423,,MD,
MASA,Mazandaran,Polsefid,99360,36.1,53.06,610.0,2025-06,37.6,140.35,0.46,11.52,,0.663,0.449,5.976,5.765,5.871,0.187,1.0,0.722,0.863,0.544,0.861,0.931,0.772,0.636,,NN,
MASA,Mazandaran,Polsefid,99360,36.1,53.06,610.0,2025-07,3.31,157.83,-1.317,11.16,,0.591,0.356,6.071,5.842,5.957,0.092,0.466,0.378,0.638,0.256,0.422,0.552,0.361,0.312,,MD,
MASA,Mazandaran,Polsefid,99360,36.1,53.06,610.0,2025-08,22.8,153.56,-0.218,,,0.5,0.287,6.077,5.871,5.974,,0.195,0.313,0.526,0.016,0.254,0.36,0.106,,,NN,
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2006-09,34.75,88.46,0.392,43.92,182.2,0.364,0.186,6.075,5.689,5.882,0.63,0.387,0.584,0.485,0.766,0.485,0.436,0.576,0.533,-0.036,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2006-10,35.63,70.77,-0.429,43.152,128.825,0.306,0.15,5.927,5.643,5.785,0.265,0.152,0.512,0.478,0.382,0.332,0.315,0.267,0.31,-0.264,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2006-11,45.72,36.92,-0.338,70.56,62.8,0.285,0.137,5.726,5.546,5.636,0.566,0.061,0.324,0.394,0.519,0.193,0.227,0.29,0.317,0.631,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2006-12,118.23,23.84,1.464,82.584,40.85,0.262,0.127,5.425,5.42,5.423,0.956,0.071,1.0,1.0,1.0,0.535,0.535,0.535,0.676,1.808,MW,VW
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2007-01,36.14,33.12,-0.366,29.76,84.15,0.184,0.1,5.582,5.505,5.544,0.142,0.477,0.201,0.288,0.002,0.339,0.383,0.24,0.273,-1.371,NN,MD
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2007-02,58.01,33.86,0.041,77.952,78.275,0.256,0.111,5.642,5.406,5.524,0.687,0.583,0.553,0.344,0.983,0.568,0.463,0.783,0.608,1.032,NN,MW
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2007-03,115.72,48.82,1.455,104.904,109.238,0.358,0.15,5.662,5.449,5.555,0.804,0.579,0.889,0.693,1.0,0.734,0.636,0.79,0.757,2.005,MW,EW
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2007-04,40.93,84.75,0.31,54.0,168.288,0.402,0.195,5.902,5.556,5.729,0.562,0.3,0.553,0.568,0.696,0.427,0.434,0.498,0.472,0.345,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2007-05,29.21,113.75,-0.073,23.808,210.925,0.554,0.328,6.053,5.652,5.853,0.203,0.624,0.413,0.296,0.524,0.519,0.46,0.574,0.414,-0.073,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2007-06,68.91,102.1,1.251,41.76,230.65,0.499,0.324,6.06,5.692,5.876,0.679,0.669,0.806,0.792,0.706,0.738,0.73,0.687,0.718,1.061,MW,MW
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2007-07,53.94,103.15,1.146,22.32,224.712,0.555,0.293,6.086,5.709,5.898,0.245,1.0,0.913,0.771,0.96,0.957,0.886,0.98,0.719,1.171,MW,MW
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2007-08,32.82,121.38,0.184,10.416,221.938,0.496,0.28,6.106,5.749,5.927,0.118,0.863,0.615,0.619,0.661,0.739,0.741,0.762,0.532,-0.09,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2007-09,10.11,93.52,-1.382,33.12,169.65,0.387,0.211,6.105,5.711,5.908,0.444,0.504,0.368,0.322,0.546,0.436,0.413,0.525,0.439,0.037,MD,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2007-10,14.52,67.99,-1.239,26.784,145.162,0.316,0.15,5.93,5.602,5.766,0.071,0.193,0.705,0.463,0.779,0.449,0.328,0.486,0.323,-1.709,MD,SD
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2007-11,45.81,42.94,-0.558,74.16,95.338,0.314,0.14,5.805,5.543,5.674,0.6,0.234,0.094,0.102,0.544,0.164,0.168,0.389,0.309,-0.333,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2007-12,38.1,26.34,0.207,56.544,50.55,0.314,0.126,5.558,5.438,5.498,0.571,0.324,0.613,0.568,0.812,0.469,0.446,0.568,0.503,0.806,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2008-01,40.97,19.17,0.521,46.872,34.1,0.022,0.02,5.394,5.435,5.414,0.358,0.091,1.0,1.0,0.389,0.545,0.545,0.24,0.483,1.338,NN,MW
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2008-02,68.85,34.18,0.402,49.416,92.138,0.224,0.108,5.539,5.497,5.518,0.33,0.435,0.589,0.747,0.265,0.512,0.591,0.35,0.451,-0.334,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2008-03,13.0,83.9,-2.131,18.6,189.538,0.372,0.224,5.873,5.551,5.712,0.02,0.661,0.05,0.079,0.091,0.356,0.37,0.376,0.244,-2.327,ED,ED
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2008-04,12.82,96.2,-1.182,10.8,194.775,0.419,0.256,5.993,5.617,5.805,0.094,0.357,0.043,0.138,0.252,0.2,0.248,0.305,0.165,-1.439,MD,MD
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2008-05,19.21,111.75,-0.434,19.344,235.862,0.523,0.355,6.087,5.63,5.858,0.102,0.491,0.36,0.004,0.701,0.425,0.247,0.596,0.318,-1.477,NN,MD
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2008-06,39.59,110.42,0.533,20.16,219.95,0.45,0.247,6.114,5.665,5.89,0.295,0.428,0.704,0.51,0.948,0.566,0.469,0.688,0.476,0.674,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2008-07,34.65,121.75,-0.388,21.576,237.788,0.405,0.222,6.188,5.734,5.961,0.234,0.295,0.45,0.204,0.746,0.372,0.25,0.521,0.326,0.514,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2008-08,6.82,129.14,-1.123,10.416,234.238,0.376,0.191,6.195,5.75,5.973,0.118,0.347,0.312,0.114,0.655,0.329,0.23,0.501,0.259,-0.575,MD,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2008-09,30.22,98.58,-0.244,52.56,176.962,0.332,0.158,6.072,5.703,5.887,0.778,0.219,0.54,0.503,0.624,0.379,0.361,0.422,0.512,0.535,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2008-10,49.21,60.0,0.559,74.4,113.2,0.308,0.139,5.949,5.63,5.789,0.637,0.16,0.47,0.366,0.514,0.315,0.263,0.337,0.422,1.088,NN,MW
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2008-11,40.3,33.47,-0.411,38.16,73.925,0.296,0.137,5.719,5.494,5.607,0.255,0.128,0.502,0.416,0.91,0.315,0.272,0.519,0.295,-0.803,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2008-12,78.44,23.52,1.076,69.936,64.112,0.279,0.13,5.556,5.47,5.513,0.769,0.155,0.537,0.575,0.484,0.346,0.365,0.32,0.487,0.8,MW,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2009-01,26.82,28.32,-0.638,44.64,65.262,0.276,0.129,5.575,5.409,5.492,0.33,0.697,0.52,0.315,0.533,0.609,0.506,0.615,0.516,0.043,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2009-02,87.33,38.11,0.866,68.544,87.425,0.31,0.136,5.639,5.458,5.548,0.569,0.834,0.408,0.355,0.575,0.621,0.594,0.705,0.604,0.478,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2009-03,42.72,63.47,-0.388,56.544,146.013,0.343,0.158,5.848,5.533,5.691,0.365,0.494,0.164,0.152,0.249,0.329,0.323,0.372,0.341,-0.111,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2009-04,73.11,71.27,1.231,59.04,147.812,0.447,0.208,5.811,5.514,5.662,0.617,0.456,1.0,1.0,1.0,0.728,0.728,0.728,0.691,0.992,MW,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2009-05,18.82,106.83,-0.222,29.76,192.725,0.578,0.364,5.985,5.642,5.813,0.339,0.724,0.796,0.9,0.607,0.76,0.812,0.665,0.62,1.106,NN,MW
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2009-06,48.94,118.92,0.553,30.96,205.575,0.545,0.314,6.072,5.706,5.889,0.487,0.891,0.706,0.729,0.574,0.799,0.81,0.733,0.695,1.518,NN,VW
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2009-07,22.35,121.33,-0.865,8.184,249.513,0.424,0.258,6.147,5.729,5.938,0.043,0.383,0.617,0.431,0.789,0.5,0.407,0.586,0.348,-0.802,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2009-08,49.2,84.59,1.235,44.64,206.138,0.432,0.214,6.038,5.702,5.87,0.569,0.586,1.0,1.0,1.0,0.793,0.793,0.793,0.718,1.444,MW,MW
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2009-09,43.4,84.54,0.759,65.52,160.9,0.396,0.208,6.009,5.667,5.838,1.0,0.551,0.96,0.848,1.0,0.756,0.7,0.775,0.837,1.575,NN,VW
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2009-10,5.12,65.94,-1.556,37.2,121.162,0.374,0.189,5.92,5.593,5.757,0.195,0.436,0.804,0.514,0.87,0.62,0.475,0.653,0.478,-0.198,SD,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2009-11,85.42,39.4,0.807,86.4,69.775,0.296,0.142,5.759,5.509,5.634,0.717,0.128,0.335,0.271,0.795,0.231,0.199,0.461,0.393,0.907,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2009-12,29.53,29.52,-0.261,43.896,64.938,0.247,0.12,5.616,5.475,5.546,0.385,0.0,0.368,0.378,0.429,0.184,0.189,0.214,0.251,-0.141,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2010-01,22.1,35.6,-1.485,49.104,76.1,0.295,0.129,5.658,5.471,5.565,0.387,0.742,0.071,0.0,0.191,0.407,0.371,0.467,0.4,-0.236,MD,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2010-02,75.41,36.77,0.534,72.576,86.0,0.328,0.14,5.666,5.466,5.566,0.62,0.919,0.304,0.25,0.51,0.611,0.584,0.714,0.614,0.65,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2010-03,35.95,62.99,-0.586,40.92,142.475,0.327,0.181,5.847,5.499,5.673,0.223,0.402,0.258,0.155,0.552,0.33,0.278,0.477,0.294,-0.489,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2010-04,48.93,77.39,0.69,57.6,149.312,0.438,0.25,5.93,5.549,5.74,0.602,0.425,0.481,0.438,0.741,0.453,0.432,0.583,0.503,0.922,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2010-05,17.94,108.11,-0.321,24.552,219.888,0.534,0.337,6.027,5.623,5.825,0.22,0.537,0.687,0.53,0.762,0.612,0.533,0.649,0.481,-0.496,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2010-06,14.3,145.32,-1.411,10.08,262.4,0.513,0.287,6.147,5.744,5.945,0.115,0.733,0.288,0.341,0.238,0.51,0.537,0.486,0.379,-1.28,MD,MD
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2010-07,79.8,136.34,0.874,5.952,250.112,0.444,0.247,6.189,5.751,5.97,0.011,0.48,0.386,0.199,0.603,0.433,0.339,0.541,0.292,-0.942,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2010-08,45.71,124.98,0.434,29.76,224.938,0.407,0.226,6.111,5.746,5.928,0.373,0.48,0.608,0.587,0.685,0.544,0.534,0.583,0.487,0.503,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2010-09,19.4,95.56,-0.741,19.44,173.7,0.359,0.198,6.069,5.703,5.886,0.21,0.357,0.552,0.519,0.624,0.455,0.438,0.491,0.373,-0.687,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2010-10,28.03,70.21,-0.741,47.616,138.1,0.363,0.174,6.02,5.651,5.836,0.319,0.389,0.0,0.0,0.31,0.195,0.195,0.35,0.236,-0.453,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2010-11,18.6,44.42,-1.69,24.48,116.388,0.289,0.142,5.833,5.529,5.681,0.124,0.084,0.052,0.0,0.648,0.068,0.042,0.366,0.086,-2.231,SD,ED
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2010-12,23.1,38.76,-1.404,17.856,94.725,0.285,0.122,5.733,5.502,5.618,0.0,0.185,0.0,0.0,0.145,0.092,0.092,0.165,0.062,-1.918,MD,SD
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2011-01,68.22,29.31,1.062,77.376,61.138,0.304,0.126,5.556,5.421,5.488,0.745,0.765,0.543,0.386,0.469,0.654,0.575,0.617,0.684,1.449,MW,MW
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2011-02,63.54,29.29,0.388,73.92,65.275,0.233,0.113,5.587,5.404,5.496,0.637,0.478,0.723,0.559,1.0,0.601,0.518,0.739,0.613,1.268,NN,MW
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2011-03,90.34,54.52,0.979,67.704,129.6,0.278,0.123,5.697,5.503,5.6,0.466,0.126,0.65,0.59,0.521,0.388,0.358,0.323,0.414,0.715,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2011-04,12.75,93.51,-1.055,27.36,187.512,0.37,0.191,6.023,5.565,5.794,0.273,0.191,0.117,0.0,0.624,0.154,0.095,0.408,0.194,-0.879,MD,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2011-05,18.13,113.81,-0.595,23.808,208.712,0.485,0.304,6.063,5.641,5.852,0.203,0.33,0.423,0.211,0.617,0.377,0.271,0.473,0.319,0.042,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2011-06,43.43,117.65,0.452,30.96,237.85,0.439,0.274,6.101,5.711,5.906,0.487,0.375,0.583,0.58,0.536,0.479,0.477,0.455,0.482,0.406,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2011-07,5.83,138.72,-1.983,5.208,247.2,0.393,0.237,6.198,5.768,5.983,0.0,0.238,0.286,0.144,0.451,0.262,0.191,0.344,0.174,-0.835,SD,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2011-08,94.61,99.88,1.577,77.376,201.0,0.393,0.217,6.176,5.74,5.958,1.0,0.422,0.412,0.224,0.729,0.417,0.323,0.575,0.611,2.152,VW,EW
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2011-09,32.82,81.82,0.544,40.32,151.3,0.414,0.22,6.013,5.691,5.852,0.568,0.646,0.841,0.827,0.749,0.744,0.737,0.697,0.685,1.049,NN,MW
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2011-10,68.94,58.98,1.217,104.904,112.188,0.361,0.188,5.926,5.615,5.771,1.0,0.383,0.661,0.483,0.657,0.522,0.433,0.52,0.681,1.622,MW,VW
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2011-11,69.41,28.07,0.688,80.64,53.638,0.346,0.154,5.593,5.512,5.553,0.662,0.427,0.828,0.879,0.774,0.628,0.653,0.601,0.639,1.211,NN,MW
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2011-12,24.4,29.08,-0.513,25.296,66.612,0.29,0.124,5.607,5.465,5.536,0.11,0.207,0.418,0.409,0.53,0.312,0.308,0.368,0.245,-0.858,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2012-01,70.71,29.74,1.115,55.056,62.988,0.306,0.13,5.55,5.448,5.499,0.462,0.769,0.477,0.41,0.316,0.623,0.59,0.543,0.569,0.58,MW,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2012-02,103.22,34.66,1.401,82.128,55.162,0.153,0.101,5.552,5.461,5.507,0.739,0.106,0.657,0.696,0.548,0.381,0.401,0.327,0.501,1.691,MW,VW
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2012-03,93.62,57.59,0.983,62.496,136.913,0.294,0.13,5.67,5.473,5.571,0.419,0.218,0.803,0.67,0.785,0.511,0.444,0.502,0.48,0.352,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2012-04,16.22,88.39,-0.671,30.24,151.4,0.441,0.229,5.94,5.575,5.758,0.305,0.434,0.36,0.389,0.552,0.397,0.412,0.493,0.366,0.16,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2012-05,21.86,123.51,-0.932,22.32,223.025,0.526,0.33,5.996,5.659,5.828,0.169,0.506,0.66,0.803,0.47,0.583,0.654,0.488,0.445,-0.763,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2012-06,10.54,125.89,-0.811,33.84,216.812,0.478,0.296,6.099,5.714,5.907,0.538,0.566,0.575,0.587,0.504,0.571,0.577,0.535,0.56,1.258,NN,MW
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2012-07,46.36,111.29,0.541,29.76,231.162,0.408,0.229,6.13,5.721,5.925,0.351,0.309,0.71,0.527,0.86,0.509,0.418,0.584,0.457,1.214,NN,MW
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2012-08,16.02,129.82,-0.722,25.296,228.75,0.405,0.211,6.159,5.756,5.958,0.314,0.474,0.412,0.316,0.612,0.443,0.395,0.543,0.4,0.212,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2012-09,99.95,80.99,1.65,56.16,172.725,0.453,0.242,5.991,5.676,5.834,0.84,0.849,0.996,0.946,0.902,0.922,0.897,0.876,0.895,0.841,VW,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2012-10,29.51,63.18,-0.365,37.2,119.225,0.413,0.22,5.91,5.613,5.762,0.195,0.599,0.753,0.565,0.678,0.676,0.582,0.638,0.515,-0.126,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2012-11,86.81,35.03,0.945,88.56,69.225,0.376,0.207,5.758,5.535,5.646,0.738,0.613,0.261,0.276,0.601,0.437,0.445,0.607,0.537,0.989,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2012-12,76.32,29.16,0.971,71.424,55.888,0.344,0.165,5.617,5.481,5.549,0.791,0.469,0.353,0.377,0.371,0.411,0.423,0.42,0.538,1.105,NN,MW
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2013-01,50.63,33.67,0.327,46.872,83.988,0.286,0.143,5.572,5.462,5.517,0.358,0.722,0.366,0.327,0.239,0.544,0.524,0.481,0.482,-0.676,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2013-02,43.8,38.33,-0.616,36.288,87.0,0.337,0.155,5.682,5.471,5.576,0.166,0.956,0.241,0.186,0.472,0.599,0.571,0.714,0.455,-0.613,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2013-03,45.65,65.01,-0.346,50.592,145.338,0.366,0.187,5.799,5.552,5.676,0.311,0.626,0.245,0.294,0.082,0.436,0.46,0.354,0.394,-0.276,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2013-04,37.01,78.83,0.365,30.96,159.388,0.454,0.268,5.967,5.554,5.761,0.312,0.481,0.34,0.261,0.707,0.41,0.371,0.594,0.378,-0.038,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2013-05,44.35,101.14,0.795,35.712,210.175,0.596,0.363,5.982,5.63,5.806,0.475,0.799,0.869,0.928,0.701,0.834,0.864,0.75,0.714,0.572,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2013-06,33.12,106.13,0.481,12.96,231.45,0.499,0.287,6.087,5.695,5.891,0.167,0.668,0.693,0.651,0.677,0.68,0.66,0.672,0.509,-0.047,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2013-07,40.35,106.05,0.51,17.856,241.425,0.513,0.241,6.166,5.73,5.948,0.181,0.802,0.543,0.322,0.782,0.672,0.562,0.792,0.509,0.13,NN,NN
MASA,Mazandaran,Alasht,99361,36.07,52.84,1805.0,2013-08,51.42,97.98,1.075,31.992,218.075,0.465,0.263,6.087,5.714,5.9,0.402,0.731,0.796,0.722,0.918,0.763,0.726,0.824,0.643,0.794,MW,NN
