Region,St_Ele,St_ID,St_Lat,St_Lon,St_Name,date,region_id,TerraClimate
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1999-05-01,MASA,33
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1999-06-01,MASA,1
Mazandaran,23.7,99309,36.48,52.47,Amol,1999-06-01,MASA,0
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1999-06-01,MASA,0
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1999-06-01,MASA,0
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1999-06-01,MASA,0
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1999-06-01,MASA,2
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1999-06-01,MASA,0
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1999-06-01,MASA,1
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1999-06-01,MASA,0
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1999-06-01,MASA,0
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1999-06-01,MASA,1
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1999-06-01,MASA,1
Mazandaran,23.0,40759,36.54,53.0,Sari,1999-06-01,MASA,0
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1999-06-01,MASA,0
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1999-06-01,MASA,0
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1999-07-01,MASA,12
Mazandaran,23.7,99309,36.48,52.47,Amol,1999-07-01,MASA,23
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1999-07-01,MASA,9
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1999-07-01,MASA,9
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1999-07-01,MASA,9
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1999-07-01,MASA,25
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1999-07-01,MASA,25
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1999-07-01,MASA,11
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1999-07-01,MASA,11
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1999-07-01,MASA,9
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1999-07-01,MASA,15
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1999-07-01,MASA,46
Mazandaran,23.0,40759,36.54,53.0,Sari,1999-07-01,MASA,13
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1999-07-01,MASA,6
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1999-07-01,MASA,11
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1999-08-01,MASA,5
Mazandaran,23.7,99309,36.48,52.47,Amol,1999-08-01,MASA,24
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1999-08-01,MASA,10
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1999-08-01,MASA,3
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1999-08-01,MASA,8
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1999-08-01,MASA,21
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1999-08-01,MASA,35
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1999-08-01,MASA,7
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1999-08-01,MASA,8
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1999-08-01,MASA,37
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1999-08-01,MASA,10
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1999-08-01,MASA,89
Mazandaran,23.0,40759,36.54,53.0,Sari,1999-08-01,MASA,12
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1999-08-01,MASA,5
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1999-08-01,MASA,5
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1999-09-01,MASA,17
Mazandaran,23.7,99309,36.48,52.47,Amol,1999-09-01,MASA,123
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1999-09-01,MASA,124
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1999-09-01,MASA,4
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1999-09-01,MASA,62
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1999-09-01,MASA,58
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1999-09-01,MASA,122
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1999-09-01,MASA,16
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1999-09-01,MASA,13
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1999-09-01,MASA,142
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1999-09-01,MASA,44
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1999-09-01,MASA,121
Mazandaran,23.0,40759,36.54,53.0,Sari,1999-09-01,MASA,95
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1999-09-01,MASA,85
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1999-09-01,MASA,5
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1999-10-01,MASA,26
Mazandaran,23.7,99309,36.48,52.47,Amol,1999-10-01,MASA,133
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1999-10-01,MASA,126
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1999-10-01,MASA,13
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1999-10-01,MASA,61
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1999-10-01,MASA,53
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1999-10-01,MASA,142
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1999-10-01,MASA,20
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1999-10-01,MASA,28
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1999-10-01,MASA,187
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1999-10-01,MASA,49
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1999-10-01,MASA,190
Mazandaran,23.0,40759,36.54,53.0,Sari,1999-10-01,MASA,90
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1999-10-01,MASA,81
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1999-10-01,MASA,18
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1999-11-01,MASA,39
Mazandaran,23.7,99309,36.48,52.47,Amol,1999-11-01,MASA,182
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1999-11-01,MASA,175
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1999-11-01,MASA,29
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1999-11-01,MASA,83
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1999-11-01,MASA,68
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1999-11-01,MASA,202
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1999-11-01,MASA,32
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1999-11-01,MASA,54
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1999-11-01,MASA,265
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1999-11-01,MASA,69
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1999-11-01,MASA,197
Mazandaran,23.0,40759,36.54,53.0,Sari,1999-11-01,MASA,123
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1999-11-01,MASA,107
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1999-11-01,MASA,37
Mazandaran,1805.0,99361,36.07,52.84,Alasht,1999-12-01,MASA,9
Mazandaran,23.7,99309,36.48,52.47,Amol,1999-12-01,MASA,42
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,1999-12-01,MASA,40
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,1999-12-01,MASA,11
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,1999-12-01,MASA,17
Mazandaran,-10.0,99299,36.74,53.84,Galugah,1999-12-01,MASA,13
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,1999-12-01,MASA,51
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,1999-12-01,MASA,7
Mazandaran,1550.0,99348,36.39,51.73,Kojur,1999-12-01,MASA,18
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,1999-12-01,MASA,77
Mazandaran,610.0,99360,36.1,53.06,Polsefid,1999-12-01,MASA,14
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,1999-12-01,MASA,65
Mazandaran,23.0,40759,36.54,53.0,Sari,1999-12-01,MASA,26
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),1999-12-01,MASA,22
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,1999-12-01,MASA,15
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2000-01-01,MASA,48
Mazandaran,23.7,99309,36.48,52.47,Amol,2000-01-01,MASA,125
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2000-01-01,MASA,132
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2000-01-01,MASA,29
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2000-01-01,MASA,83
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2000-01-01,MASA,76
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2000-01-01,MASA,116
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2000-01-01,MASA,45
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2000-01-01,MASA,43
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2000-01-01,MASA,121
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2000-01-01,MASA,70
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2000-01-01,MASA,91
Mazandaran,23.0,40759,36.54,53.0,Sari,2000-01-01,MASA,107
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2000-01-01,MASA,98
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2000-01-01,MASA,31
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2000-02-01,MASA,29
Mazandaran,23.7,99309,36.48,52.47,Amol,2000-02-01,MASA,68
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2000-02-01,MASA,71
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2000-02-01,MASA,26
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2000-02-01,MASA,49
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2000-02-01,MASA,50
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2000-02-01,MASA,67
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2000-02-01,MASA,28
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2000-02-01,MASA,33
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2000-02-01,MASA,78
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2000-02-01,MASA,38
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2000-02-01,MASA,63
Mazandaran,23.0,40759,36.54,53.0,Sari,2000-02-01,MASA,58
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2000-02-01,MASA,56
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2000-02-01,MASA,28
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2000-03-01,MASA,22
Mazandaran,23.7,99309,36.48,52.47,Amol,2000-03-01,MASA,44
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2000-03-01,MASA,46
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2000-03-01,MASA,31
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2000-03-01,MASA,33
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2000-03-01,MASA,31
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2000-03-01,MASA,49
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2000-03-01,MASA,20
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2000-03-01,MASA,40
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2000-03-01,MASA,73
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2000-03-01,MASA,23
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2000-03-01,MASA,82
Mazandaran,23.0,40759,36.54,53.0,Sari,2000-03-01,MASA,36
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2000-03-01,MASA,36
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2000-03-01,MASA,39
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2000-04-01,MASA,1
Mazandaran,23.7,99309,36.48,52.47,Amol,2000-04-01,MASA,2
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2000-04-01,MASA,1
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2000-04-01,MASA,5
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2000-04-01,MASA,1
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2000-04-01,MASA,1
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2000-04-01,MASA,4
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2000-04-01,MASA,1
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2000-04-01,MASA,5
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2000-04-01,MASA,7
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2000-04-01,MASA,1
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2000-04-01,MASA,12
Mazandaran,23.0,40759,36.54,53.0,Sari,2000-04-01,MASA,1
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2000-04-01,MASA,1
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2000-04-01,MASA,7
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2000-05-01,MASA,11
Mazandaran,23.7,99309,36.48,52.47,Amol,2000-05-01,MASA,14
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2000-05-01,MASA,13
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2000-05-01,MASA,16
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2000-05-01,MASA,9
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2000-05-01,MASA,11
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2000-05-01,MASA,19
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2000-05-01,MASA,10
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2000-05-01,MASA,18
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2000-05-01,MASA,32
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2000-05-01,MASA,10
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2000-05-01,MASA,32
Mazandaran,23.0,40759,36.54,53.0,Sari,2000-05-01,MASA,11
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2000-05-01,MASA,11
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2000-05-01,MASA,19
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2000-06-01,MASA,13
Mazandaran,23.7,99309,36.48,52.47,Amol,2000-06-01,MASA,20
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2000-06-01,MASA,7
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2000-06-01,MASA,7
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2000-06-01,MASA,10
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2000-06-01,MASA,30
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2000-06-01,MASA,28
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2000-06-01,MASA,14
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2000-06-01,MASA,11
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2000-06-01,MASA,23
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2000-06-01,MASA,17
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2000-06-01,MASA,21
Mazandaran,23.0,40759,36.54,53.0,Sari,2000-06-01,MASA,11
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2000-06-01,MASA,5
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2000-06-01,MASA,6
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2000-07-01,MASA,12
Mazandaran,23.7,99309,36.48,52.47,Amol,2000-07-01,MASA,16
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2000-07-01,MASA,6
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2000-07-01,MASA,4
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2000-07-01,MASA,5
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2000-07-01,MASA,14
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2000-07-01,MASA,15
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2000-07-01,MASA,12
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2000-07-01,MASA,5
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2000-07-01,MASA,3
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2000-07-01,MASA,16
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2000-07-01,MASA,6
Mazandaran,23.0,40759,36.54,53.0,Sari,2000-07-01,MASA,12
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2000-07-01,MASA,6
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2000-07-01,MASA,3
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2000-08-01,MASA,4
Mazandaran,23.7,99309,36.48,52.47,Amol,2000-08-01,MASA,18
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2000-08-01,MASA,7
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2000-08-01,MASA,2
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2000-08-01,MASA,7
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2000-08-01,MASA,16
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2000-08-01,MASA,23
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2000-08-01,MASA,4
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2000-08-01,MASA,4
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2000-08-01,MASA,19
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2000-08-01,MASA,8
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2000-08-01,MASA,25
Mazandaran,23.0,40759,36.54,53.0,Sari,2000-08-01,MASA,9
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2000-08-01,MASA,4
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2000-08-01,MASA,1
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2000-09-01,MASA,22
Mazandaran,23.7,99309,36.48,52.47,Amol,2000-09-01,MASA,189
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2000-09-01,MASA,161
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2000-09-01,MASA,8
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2000-09-01,MASA,65
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2000-09-01,MASA,60
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2000-09-01,MASA,228
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2000-09-01,MASA,16
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2000-09-01,MASA,32
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2000-09-01,MASA,285
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2000-09-01,MASA,49
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2000-09-01,MASA,249
Mazandaran,23.0,40759,36.54,53.0,Sari,2000-09-01,MASA,111
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2000-09-01,MASA,91
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2000-09-01,MASA,15
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2000-10-01,MASA,60
Mazandaran,23.7,99309,36.48,52.47,Amol,2000-10-01,MASA,267
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2000-10-01,MASA,242
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2000-10-01,MASA,29
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2000-10-01,MASA,116
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2000-10-01,MASA,106
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2000-10-01,MASA,283
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2000-10-01,MASA,45
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2000-10-01,MASA,57
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2000-10-01,MASA,347
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2000-10-01,MASA,112
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2000-10-01,MASA,346
Mazandaran,23.0,40759,36.54,53.0,Sari,2000-10-01,MASA,183
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2000-10-01,MASA,159
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2000-10-01,MASA,39
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2000-11-01,MASA,24
Mazandaran,23.7,99309,36.48,52.47,Amol,2000-11-01,MASA,111
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2000-11-01,MASA,113
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2000-11-01,MASA,16
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2000-11-01,MASA,54
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2000-11-01,MASA,44
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2000-11-01,MASA,120
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2000-11-01,MASA,21
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2000-11-01,MASA,32
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2000-11-01,MASA,177
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2000-11-01,MASA,43
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2000-11-01,MASA,160
Mazandaran,23.0,40759,36.54,53.0,Sari,2000-11-01,MASA,79
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2000-11-01,MASA,70
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2000-11-01,MASA,22
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2000-12-01,MASA,37
Mazandaran,23.7,99309,36.48,52.47,Amol,2000-12-01,MASA,124
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2000-12-01,MASA,121
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2000-12-01,MASA,27
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2000-12-01,MASA,67
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2000-12-01,MASA,60
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2000-12-01,MASA,126
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2000-12-01,MASA,35
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2000-12-01,MASA,40
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2000-12-01,MASA,141
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2000-12-01,MASA,60
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2000-12-01,MASA,108
Mazandaran,23.0,40759,36.54,53.0,Sari,2000-12-01,MASA,96
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2000-12-01,MASA,84
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2000-12-01,MASA,32
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2001-01-01,MASA,20
Mazandaran,23.7,99309,36.48,52.47,Amol,2001-01-01,MASA,64
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2001-01-01,MASA,60
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2001-01-01,MASA,23
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2001-01-01,MASA,30
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2001-01-01,MASA,24
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2001-01-01,MASA,75
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2001-01-01,MASA,14
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2001-01-01,MASA,35
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2001-01-01,MASA,113
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2001-01-01,MASA,26
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2001-01-01,MASA,105
Mazandaran,23.0,40759,36.54,53.0,Sari,2001-01-01,MASA,42
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2001-01-01,MASA,37
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2001-01-01,MASA,29
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2001-02-01,MASA,11
Mazandaran,23.7,99309,36.48,52.47,Amol,2001-02-01,MASA,25
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2001-02-01,MASA,26
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2001-02-01,MASA,8
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2001-02-01,MASA,20
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2001-02-01,MASA,22
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2001-02-01,MASA,23
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2001-02-01,MASA,13
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2001-02-01,MASA,10
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2001-02-01,MASA,25
Mazandaran,610.0,99360,36.1,53.06,Polsefid,2001-02-01,MASA,16
Mazandaran,-20.0,40732,36.9,50.68,Ramsar,2001-02-01,MASA,22
Mazandaran,23.0,40759,36.54,53.0,Sari,2001-02-01,MASA,23
Mazandaran,16.7,40788,36.64,53.2,Sari (Dasht-E-Naz Airport),2001-02-01,MASA,23
Mazandaran,1855.4,40735,36.23,51.3,Siahbisheh,2001-02-01,MASA,9
Mazandaran,1805.0,99361,36.07,52.84,Alasht,2001-03-01,MASA,26
Mazandaran,23.7,99309,36.48,52.47,Amol,2001-03-01,MASA,42
Mazandaran,-21.0,40736,36.7,52.64,Babolsar,2001-03-01,MASA,44
Mazandaran,2120.0,99357,36.2,51.8,Baladeh,2001-03-01,MASA,27
Mazandaran,-20.0,99306,36.86,53.39,Bandar-E-Amirabad,2001-03-01,MASA,39
Mazandaran,-10.0,99299,36.74,53.84,Galugah,2001-03-01,MASA,44
Mazandaran,14.7,40737,36.49,52.11,Gharakhil,2001-03-01,MASA,43
Mazandaran,1294.3,40760,36.25,53.55,Kiyasar,2001-03-01,MASA,29
Mazandaran,1550.0,99348,36.39,51.73,Kojur,2001-03-01,MASA,32
Mazandaran,-20.9,40734,36.66,51.47,Nowshahr,2001-03-01,MASA,57
