date,St_ID,MOD16A2GF,Region,St_Ele,St_Lat,St_Lon,St_Name,region_id
2004-01-25,40735,13.8,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2004-01-25,40736,17.0,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2004-01-25,40737,14.9,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2004-01-25,40759,18.900000000000002,Mazandaran,23.0,36.54,53.0,Sari,MASA
2004-01-25,40760,17.0,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2004-01-25,40788,17.7,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2004-01-25,99299,16.400000000000002,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2004-01-25,99306,17.2,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2004-01-25,99309,17.1,Mazandaran,23.7,36.48,52.47,Amol,MASA
2004-01-25,99348,14.700000000000001,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2004-01-25,99357,14.0,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2004-01-25,99360,16.5,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2004-01-25,99361,16.2,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2004-02-02,40732,18.400000000000002,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2004-02-02,40734,18.1,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2004-02-02,40735,14.100000000000001,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2004-02-02,40736,26.700000000000003,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2004-02-02,40737,23.0,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2004-02-02,40759,27.1,Mazandaran,23.0,36.54,53.0,Sari,MASA
2004-02-02,40760,25.0,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2004-02-02,40788,26.5,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2004-02-02,99299,21.3,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2004-02-02,99306,25.6,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2004-02-02,99309,25.6,Mazandaran,23.7,36.48,52.47,Amol,MASA
2004-02-02,99348,22.900000000000002,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2004-02-02,99357,19.200000000000003,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2004-02-02,99360,23.1,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2004-02-02,99361,23.3,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2004-02-10,40732,27.3,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2004-02-10,40734,25.0,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2004-02-10,40735,21.700000000000003,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2004-02-10,40736,35.7,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2004-02-10,40737,30.700000000000003,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2004-02-10,40759,32.4,Mazandaran,23.0,36.54,53.0,Sari,MASA
2004-02-10,40760,31.5,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2004-02-10,40788,32.0,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2004-02-10,99299,27.700000000000003,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2004-02-10,99306,35.9,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2004-02-10,99309,33.5,Mazandaran,23.7,36.48,52.47,Amol,MASA
2004-02-10,99348,30.1,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2004-02-10,99357,24.5,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2004-02-10,99360,28.8,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2004-02-10,99361,29.6,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2004-02-18,40732,23.200000000000003,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2004-02-18,40734,24.1,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2004-02-18,40735,23.1,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2004-02-18,40736,31.400000000000002,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2004-02-18,40737,28.1,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2004-02-18,40759,32.5,Mazandaran,23.0,36.54,53.0,Sari,MASA
2004-02-18,40760,30.200000000000003,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2004-02-18,40788,31.1,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2004-02-18,99299,27.3,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2004-02-18,99306,31.8,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2004-02-18,99309,30.900000000000002,Mazandaran,23.7,36.48,52.47,Amol,MASA
2004-02-18,99348,28.3,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2004-02-18,99357,25.0,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2004-02-18,99360,28.3,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2004-02-18,99361,27.700000000000003,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2004-02-26,40732,39.5,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2004-02-26,40734,38.5,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2004-02-26,40735,37.2,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2004-02-26,40736,43.400000000000006,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2004-02-26,40737,42.2,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2004-02-26,40759,43.300000000000004,Mazandaran,23.0,36.54,53.0,Sari,MASA
2004-02-26,40760,39.300000000000004,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2004-02-26,40788,41.400000000000006,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2004-02-26,99299,37.5,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2004-02-26,99306,42.800000000000004,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2004-02-26,99309,44.300000000000004,Mazandaran,23.7,36.48,52.47,Amol,MASA
2004-02-26,99348,45.0,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2004-02-26,99357,38.7,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2004-02-26,99360,36.800000000000004,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2004-02-26,99361,38.300000000000004,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2004-03-05,40732,23.3,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2004-03-05,40734,28.5,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2004-03-05,40735,33.0,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2004-03-05,40736,31.900000000000002,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2004-03-05,40737,27.8,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2004-03-05,40759,29.900000000000002,Mazandaran,23.0,36.54,53.0,Sari,MASA
2004-03-05,40760,36.300000000000004,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2004-03-05,40788,28.8,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2004-03-05,99299,29.0,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2004-03-05,99306,30.400000000000002,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2004-03-05,99309,32.6,Mazandaran,23.7,36.48,52.47,Amol,MASA
2004-03-05,99348,29.8,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2004-03-05,99357,33.2,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2004-03-05,99360,35.4,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2004-03-05,99361,38.2,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2004-03-13,40732,12.0,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2004-03-13,40734,12.8,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2004-03-13,40735,12.3,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2004-03-13,40736,17.900000000000002,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2004-03-13,40737,14.9,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2004-03-13,40759,19.200000000000003,Mazandaran,23.0,36.54,53.0,Sari,MASA
2004-03-13,40760,16.0,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2004-03-13,40788,18.8,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2004-03-13,99299,17.5,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2004-03-13,99306,18.7,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2004-03-13,99309,19.1,Mazandaran,23.7,36.48,52.47,Amol,MASA
2004-03-13,99348,14.0,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2004-03-13,99357,10.4,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2004-03-13,99360,18.5,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2004-03-13,99361,19.1,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2004-03-21,40732,53.7,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2004-03-21,40734,50.5,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2004-03-21,40735,46.900000000000006,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2004-03-21,40736,55.800000000000004,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2004-03-21,40737,56.7,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2004-03-21,40759,53.7,Mazandaran,23.0,36.54,53.0,Sari,MASA
2004-03-21,40760,53.300000000000004,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2004-03-21,40788,52.6,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2004-03-21,99299,48.5,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2004-03-21,99306,56.300000000000004,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2004-03-21,99309,59.300000000000004,Mazandaran,23.7,36.48,52.47,Amol,MASA
2004-03-21,99348,57.2,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2004-03-21,99357,52.7,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2004-03-21,99360,45.1,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2004-03-21,99361,51.300000000000004,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2004-03-29,40732,29.700000000000003,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2004-03-29,40734,28.200000000000003,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2004-03-29,40735,25.6,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2004-03-29,40736,33.0,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2004-03-29,40737,31.8,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2004-03-29,40759,33.300000000000004,Mazandaran,23.0,36.54,53.0,Sari,MASA
2004-03-29,40760,34.300000000000004,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2004-03-29,40788,33.2,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2004-03-29,99299,30.8,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2004-03-29,99306,33.9,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2004-03-29,99309,34.800000000000004,Mazandaran,23.7,36.48,52.47,Amol,MASA
2004-03-29,99348,32.5,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2004-03-29,99357,31.3,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2004-03-29,99360,31.400000000000002,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2004-03-29,99361,33.300000000000004,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2004-04-06,40732,44.800000000000004,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2004-04-06,40734,41.2,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2004-04-06,40735,38.300000000000004,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2004-04-06,40736,47.7,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2004-04-06,40737,47.800000000000004,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2004-04-06,40759,52.300000000000004,Mazandaran,23.0,36.54,53.0,Sari,MASA
2004-04-06,40760,47.5,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2004-04-06,40788,51.1,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2004-04-06,99299,45.900000000000006,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2004-04-06,99306,48.7,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2004-04-06,99309,52.2,Mazandaran,23.7,36.48,52.47,Amol,MASA
2004-04-06,99348,46.6,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2004-04-06,99357,43.2,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2004-04-06,99360,41.800000000000004,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2004-04-06,99361,45.400000000000006,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2004-04-14,40732,37.2,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2004-04-14,40734,35.6,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2004-04-14,40735,36.1,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2004-04-14,40736,41.300000000000004,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2004-04-14,40737,40.1,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2004-04-14,40759,42.1,Mazandaran,23.0,36.54,53.0,Sari,MASA
2004-04-14,40760,39.7,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2004-04-14,40788,41.5,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2004-04-14,99299,38.400000000000006,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2004-04-14,99306,43.900000000000006,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2004-04-14,99309,43.900000000000006,Mazandaran,23.7,36.48,52.47,Amol,MASA
2004-04-14,99348,39.0,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2004-04-14,99357,38.0,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2004-04-14,99360,35.7,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2004-04-14,99361,39.0,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2004-04-22,40732,45.7,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2004-04-22,40734,43.800000000000004,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2004-04-22,40735,46.6,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2004-04-22,40736,44.300000000000004,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2004-04-22,40737,45.2,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2004-04-22,40759,46.7,Mazandaran,23.0,36.54,53.0,Sari,MASA
2004-04-22,40760,45.400000000000006,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2004-04-22,40788,48.0,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2004-04-22,99299,44.900000000000006,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2004-04-22,99306,48.400000000000006,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2004-04-22,99309,47.7,Mazandaran,23.7,36.48,52.47,Amol,MASA
2004-04-22,99348,45.6,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2004-04-22,99357,47.1,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2004-04-22,99360,41.7,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2004-04-22,99361,45.0,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2004-04-30,40732,50.300000000000004,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2004-04-30,40734,47.5,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2004-04-30,40735,47.6,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2004-04-30,40736,51.1,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2004-04-30,40737,52.800000000000004,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2004-04-30,40759,54.800000000000004,Mazandaran,23.0,36.54,53.0,Sari,MASA
2004-04-30,40760,48.5,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2004-04-30,40788,54.300000000000004,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2004-04-30,99299,52.2,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2004-04-30,99306,54.7,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2004-04-30,99309,56.0,Mazandaran,23.7,36.48,52.47,Amol,MASA
2004-04-30,99348,53.400000000000006,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2004-04-30,99357,49.900000000000006,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2004-04-30,99360,45.400000000000006,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2004-04-30,99361,50.0,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2004-05-08,40732,53.5,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2004-05-08,40734,52.2,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2004-05-08,40735,54.300000000000004,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2004-05-08,40736,56.7,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2004-05-08,40737,55.5,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2004-05-08,40759,59.0,Mazandaran,23.0,36.54,53.0,Sari,MASA
2004-05-08,40760,58.300000000000004,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2004-05-08,40788,59.300000000000004,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2004-05-08,99299,59.400000000000006,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2004-05-08,99306,60.300000000000004,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2004-05-08,99309,61.5,Mazandaran,23.7,36.48,52.47,Amol,MASA
2004-05-08,99348,57.400000000000006,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2004-05-08,99357,58.400000000000006,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2004-05-08,99360,53.0,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2004-05-08,99361,58.6,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2004-05-16,40732,44.400000000000006,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2004-05-16,40734,43.5,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2004-05-16,40735,48.5,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2004-05-16,40736,48.2,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2004-05-16,40737,46.1,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2004-05-16,40759,50.400000000000006,Mazandaran,23.0,36.54,53.0,Sari,MASA
2004-05-16,40760,49.5,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2004-05-16,40788,50.400000000000006,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2004-05-16,99299,51.0,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2004-05-16,99306,53.1,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2004-05-16,99309,49.1,Mazandaran,23.7,36.48,52.47,Amol,MASA
2004-05-16,99348,45.300000000000004,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2004-05-16,99357,52.300000000000004,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2004-05-16,99360,47.2,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2004-05-16,99361,51.1,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2004-05-24,40732,52.6,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2004-05-24,40734,49.7,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2004-05-24,40735,53.900000000000006,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2004-05-24,40736,56.6,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2004-05-24,40737,53.2,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2004-05-24,40759,60.400000000000006,Mazandaran,23.0,36.54,53.0,Sari,MASA
2004-05-24,40760,53.7,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2004-05-24,40788,61.7,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2004-05-24,99299,59.400000000000006,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2004-05-24,99306,59.2,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2004-05-24,99309,60.0,Mazandaran,23.7,36.48,52.47,Amol,MASA
2004-05-24,99348,52.2,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2004-05-24,99357,57.0,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2004-05-24,99360,48.1,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2004-05-24,99361,52.7,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2004-06-01,40732,61.0,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2004-06-01,40734,61.2,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2004-06-01,40735,67.0,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2004-06-01,40736,66.3,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2004-06-01,40737,63.0,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2004-06-01,40759,69.9,Mazandaran,23.0,36.54,53.0,Sari,MASA
2004-06-01,40760,64.9,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2004-06-01,40788,70.8,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2004-06-01,99299,67.8,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2004-06-01,99306,69.3,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2004-06-01,99309,66.10000000000001,Mazandaran,23.7,36.48,52.47,Amol,MASA
2004-06-01,99348,63.300000000000004,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2004-06-01,99357,69.5,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2004-06-01,99360,59.0,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2004-06-01,99361,63.7,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2004-06-09,40732,52.400000000000006,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2004-06-09,40734,50.800000000000004,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2004-06-09,40735,60.300000000000004,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2004-06-09,40736,61.800000000000004,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2004-06-09,40737,54.2,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2004-06-09,40759,63.5,Mazandaran,23.0,36.54,53.0,Sari,MASA
2004-06-09,40760,58.300000000000004,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2004-06-09,40788,65.3,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2004-06-09,99299,61.5,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2004-06-09,99306,65.8,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2004-06-09,99309,57.400000000000006,Mazandaran,23.7,36.48,52.47,Amol,MASA
2004-06-09,99348,53.7,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2004-06-09,99357,61.0,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2004-06-09,99360,54.5,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2004-06-09,99361,56.2,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2004-06-17,40732,61.300000000000004,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2004-06-17,40734,60.7,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2004-06-17,40735,68.0,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2004-06-17,40736,63.7,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2004-06-17,40737,59.400000000000006,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2004-06-17,40759,61.5,Mazandaran,23.0,36.54,53.0,Sari,MASA
2004-06-17,40760,64.2,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2004-06-17,40788,63.7,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2004-06-17,99299,66.60000000000001,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2004-06-17,99306,66.60000000000001,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2004-06-17,99309,56.1,Mazandaran,23.7,36.48,52.47,Amol,MASA
2004-06-17,99348,63.0,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2004-06-17,99357,67.8,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2004-06-17,99360,56.6,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2004-06-17,99361,62.1,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2004-06-25,40732,56.0,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2004-06-25,40734,58.6,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2004-06-25,40735,69.9,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2004-06-25,40736,63.5,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
2004-06-25,40737,58.2,Mazandaran,14.7,36.49,52.11,Gharakhil,MASA
2004-06-25,40759,61.900000000000006,Mazandaran,23.0,36.54,53.0,Sari,MASA
2004-06-25,40760,62.900000000000006,Mazandaran,1294.3,36.25,53.55,Kiyasar,MASA
2004-06-25,40788,62.400000000000006,Mazandaran,16.7,36.64,53.2,Sari (Dasht-E-Naz Airport),MASA
2004-06-25,99299,64.7,Mazandaran,-10.0,36.74,53.84,Galugah,MASA
2004-06-25,99306,67.4,Mazandaran,-20.0,36.86,53.39,Bandar-E-Amirabad,MASA
2004-06-25,99309,58.0,Mazandaran,23.7,36.48,52.47,Amol,MASA
2004-06-25,99348,62.300000000000004,Mazandaran,1550.0,36.39,51.73,Kojur,MASA
2004-06-25,99357,69.5,Mazandaran,2120.0,36.2,51.8,Baladeh,MASA
2004-06-25,99360,61.1,Mazandaran,610.0,36.1,53.06,Polsefid,MASA
2004-06-25,99361,65.10000000000001,Mazandaran,1805.0,36.07,52.84,Alasht,MASA
2004-07-03,40732,49.6,Mazandaran,-20.0,36.9,50.68,Ramsar,MASA
2004-07-03,40734,49.2,Mazandaran,-20.9,36.66,51.47,Nowshahr,MASA
2004-07-03,40735,62.300000000000004,Mazandaran,1855.4,36.23,51.3,Siahbisheh,MASA
2004-07-03,40736,58.400000000000006,Mazandaran,-21.0,36.7,52.64,Babolsar,MASA
